epoch,val_fold,lr,train_loss,train_acc,val_loss,val_acc,rolling_avg,best_rolling_avg
102,1,1.36e-04,1.8064,0.3240,0.7067,0.8316,0.8160,0.8073
103,2,9.55e-05,1.8279,0.3365,0.6623,0.8471,0.8241,0.8160
104,3,6.18e-05,1.7919,0.3224,0.6815,0.8374,0.8308,0.8241
105,4,3.51e-05,1.7937,0.3478,0.6720,0.8447,0.8365,0.8308
106,0,1.57e-05,1.7591,0.3301,0.6595,0.8444,0.8410,0.8365
107,1,3.94e-06,1.7790,0.3464,0.6455,0.8496,0.8446,0.8410
108,2,1.00e-03,1.7818,0.3407,0.6287,0.8591,0.8470,0.8446
109,3,9.96e-04,1.9126,0.3047,0.8502,0.7691,0.8334,0.8470
110,4,9.84e-04,1.9133,0.2981,0.8461,0.7710,0.8186,0.8470
111,0,9.65e-04,1.9605,0.3091,0.8915,0.7639,0.8025,0.8470
112,1,9.38e-04,1.9303,0.3056,0.8611,0.7721,0.7871,0.8470
113,2,9.05e-04,1.8993,0.3033,0.7979,0.7903,0.7733,0.8470
114,3,8.64e-04,1.9238,0.3174,0.8354,0.7766,0.7748,0.8470
115,4,8.19e-04,1.8882,0.3130,0.8092,0.7853,0.7776,0.8470
116,0,7.68e-04,1.8836,0.3201,0.7895,0.7919,0.7832,0.8470
117,1,7.13e-04,1.8851,0.3168,0.7509,0.8067,0.7901,0.8470
118,2,6.55e-04,1.8624,0.3188,0.7124,0.8259,0.7973,0.8470
119,3,5.94e-04,1.8254,0.3266,0.7090,0.8219,0.8063,0.8470
120,4,5.31e-04,1.8473,0.3389,0.7059,0.8343,0.8161,0.8470
121,0,4.69e-04,1.7999,0.3342,0.6682,0.8422,0.8262,0.8470
122,1,4.06e-04,1.7540,0.3339,0.6540,0.8530,0.8354,0.8470
123,2,3.45e-04,1.7659,0.3393,0.5904,0.8738,0.8450,0.8470
124,3,2.87e-04,1.7311,0.3669,0.6178,0.8603,0.8527,0.8470
125,4,2.32e-04,1.7225,0.3627,0.5847,0.8723,0.8603,0.8527
126,0,1.81e-04,1.6912,0.3474,0.5590,0.8846,0.8688,0.8603
127,1,1.36e-04,1.7001,0.3522,0.5447,0.8923,0.8767,0.8688
