epoch,lr,train_loss,train_acc,val_loss,val_acc,best_val_acc
1,1.04e-04,3.5065,0.0436,3.3511,0.0880,0.0000
2,2.03e-04,3.4983,0.0429,3.3375,0.0843,0.0880
3,3.02e-04,3.4671,0.0484,3.3476,0.0737,0.0880
4,4.01e-04,3.4411,0.0521,3.3456,0.0945,0.0880
