epoch,val_fold,lr,train_loss,train_acc,val_loss,val_acc,rolling_avg,best_rolling_avg
1,0,1.63e-05,3.5086,0.0378,3.4641,0.0571,0.0571,0.0000
2,1,3.12e-05,3.4897,0.0463,3.4074,0.0642,0.0607,0.0000
3,2,4.60e-05,3.4661,0.0525,3.3886,0.0826,0.0680,0.0000
4,3,6.09e-05,3.4608,0.0536,3.3834,0.0883,0.0731,0.0000
5,4,7.57e-05,3.4498,0.0588,3.3791,0.0902,0.0765,0.0000
6,0,9.06e-05,3.4430,0.0626,3.3795,0.0885,0.0828,0.0765
